name	category	lang	homepage	desc_cn	desc_en	binlist	rule
tetrigo	entertainment	Go	https://github.com/Broderick-Westrope/tetrigo	俄罗斯方块的 Golang 实现，遵循官方 2009 年俄罗斯方块设计指南 。	A Golang implementation of Tetris, following the official 2009 Tetris Design Guideline.	tetrigo	{"arch/yay":{"cmd":"yay -S tetrigo-bin","reference":"https://aur.archlinux.org/packages/tetrigo-bin"},"/go":{"cmd":"go install github.com/Broderick-Westrope/tetrigo/cmd/tetrigo@v0.1.6","reference":"https://github.com/Broderick-Westrope/tetrigo?tab=readme-ov-file#build-from-source","dsnap":"github.com/Broderick-Westrope/tetrigo/cmd/tetrigo@v0.1.6"}}
wumpus	entertainment	c	http://www.catb.org/~esr/wumpus/	古代 BASIC 狩猎的精确克隆 Wumpus 游戏	Exact clone of the ancient BASIC Hunt the Wumpus game	wumpus	{"darwin/brew":{"cmd":"brew install wumpus","reference":"https://formulae.brew.sh/formula/wumpus#default"}}
tukai	entertainment	Rust	https://github.com/hlsxx/tukai	基于终端的打字练习应用程序	Terminal based touch typing application.	tukai	{"arch/pacman":{"cmd":"sudo pacman -S tukai","reference":"https://github.com/hlsxx/tukai?tab=readme-ov-file#arch-linux"},"/cargo":{"cmd":"cargo install tukai","reference":"https://github.com/hlsxx/tukai?tab=readme-ov-file#installation-from-the-cargo","dsnap":"tukai"}}
poketex	entertainment	Rust	https://github.com/ckaznable/poketex	基于 TUI（终端用户界面）的简单图鉴	Simple Pokedex based on TUI(Terminal User Interface)	poketex	{"/cargo":{"cmd":"cargo install poketex --locked","reference":"https://github.com/ckaznable/poketex?tab=readme-ov-file#install-from-cratesio","dsnap":"poketex"},"arch/pacman":{"cmd":"sudo pacman -S poketex","reference":"https://github.com/ckaznable/poketex?tab=readme-ov-file#install-from-the-aur"}}
frotz	entertainment	C	https://davidgriffith.gitlab.io/frotz/	Infocom 游戏和其他 Z-machine 游戏的解释器	An interpreter for Infocom games and other Z-machine games.	frotz	{"darwin/brew":{"cmd":"brew install frotz","reference":"https://formulae.brew.sh/formula/frotz#default"},"alpine/apk":{"cmd":"apk add frotz","reference":"https://pkgs.alpinelinux.org/package/edge/community/x86_64/frotz","dsnap":"frotz"},"ubuntu/apt":{"cmd":"apt install frotz","reference":"https://packages.ubuntu.com/oracular/frotz","dsnap":"frotz"},"fedora/dnf":{"cmd":"dnf install frotz","reference":"https://packages.fedoraproject.org/pkgs/frotz/frotz/","dsnap":"frotz"},"arch/pacman":{"cmd":"pacman -S frotz","reference":"https://archlinux.org/packages/extra/x86_64/frotz/"}}
xplr	file-manager	Rust	https://xplr.dev/	xplr 是一个基于终端 UI 的文件浏览器，旨在通过成为与文件系统一起使用的不断增长的出色命令行实用程序的灵活、交互式编排器来提高我们的终端生产力	xplr is a terminal UI based file explorer that aims to increase our terminal productivity by being a flexible, interactive orchestrator for the ever growing awesome command-line utilities that work with the file-system	xplr	{"/x":{"cmd":"x pkg use xplr","reference":"https://x-cmd.com/install/"},"/nixpkgs":{"cmd":"nix-env -f https://github.com/NixOS/nixpkgs/tarball/master -iA xplr","reference":"https://xplr.dev/en/install#cross-platform"},"arch/pacman":{"cmd":"sudo pacman -S xplr","reference":"https://xplr.dev/en/install#arch-linux"},"/aur":{"cmd":"paru -S xplr-git","reference":"https://xplr.dev/en/install#arch-linux"},"arch/yay":{"cmd":"yay -S xplr-git","reference":"https://aur.archlinux.org/packages/xplr-git"},"alpine/apk":{"cmd":"apk add xplr bash less","reference":"https://xplr.dev/en/install#alpine-linux"},"darwin/port":{"cmd":"sudo port selfupdate && sudo port install xplr","reference":"https://xplr.dev/en/install#macos"},"darwin/brew":{"cmd":"brew install xplr","reference":"https://xplr.dev/en/install#macos"},"freebsd/ports":{"cmd":"pkg install xplr","reference":"https://xplr.dev/en/install#freebsd"},"netbsd/pkgsrc":{"cmd":"pkgin install xplr","reference":"https://xplr.dev/en/install#netbsd"},"/cargo":{"cmd":"cargo install --locked --force xplr","reference":"https://xplr.dev/en/install#from-cratesio","dsnap":"xplr"},"opensuse/zypper":{"cmd":"sudo zypper install xplr","reference":"https://software.opensuse.org//download.html?project=openSUSE%3AFactory&package=xplr"}}
lf	file-manager	go	https://github.com/gokcehan/lf	终端文件管理器	Terminal file manager	lf	{"/x":{"cmd":"x pkg use lf","reference":"https://x-cmd.com/install/"},"darwin/brew":{"cmd":"brew install lf","reference":"https://formulae.brew.sh/formula/lf#default"},"opensuse/zypper":{"cmd":"sudo zypper install lf","reference":"https://software.opensuse.org//download.html?project=openSUSE%3AFactory&package=lf"},"alpine/apk":{"cmd":"apk add lf","reference":"https://github.com/gokcehan/lf/wiki/Packages#alpine-linux","dsnap":"lf"},"(win|wsl2)/choco":{"cmd":"x choco install lf","reference":"https://github.com/gokcehan/lf/wiki/Packages#windows"},"(win|wsl2)/scoop":{"cmd":"x scoop install lf","reference":"https://github.com/gokcehan/lf/wiki/Packages#windows"},"(win|wsl2)/winget":{"cmd":"x winget install gokcehan.lf","reference":"https://github.com/gokcehan/lf/wiki/Packages#windows"},"solus/eopkg":{"cmd":"eopkg install lf","reference":"https://github.com/gokcehan/lf/wiki/Packages#solus"},"void/xbps":{"cmd":"sudo xbps-install lf","reference":"https://github.com/gokcehan/lf/wiki/Packages#void-linux"},"openbsd/pkg_add":{"cmd":"pkg_add lf","reference":"https://github.com/gokcehan/lf/wiki/Packages#openbsd"},"fedora/dnf":{"cmd":"sudo dnf copr enable pennbauman/ports && \\\nsudo dnf install lf\n","reference":"https://github.com/gokcehan/lf/wiki/Packages#fedora","dsnap":"lf"}}
eza	file-manager	rust	https://github.com/eza-community/eza	ls 的现代、维护替代品，构建于 exa 之上，功能更加丰富	A modern, maintained replacement for ls	eza	{"/x":{"cmd":"x pkg use eza","reference":"https://x-cmd.com/install/"},"/asdf":{"cmd":"x asdf use eza","reference":"https://github.com/lwiechec/asdf-eza"},"darwin/brew":{"cmd":"brew install eza","reference":"https://github.com/eza-community/eza/blob/main/INSTALL.md#brew-macos"},"darwin/port":{"cmd":"sudo port install eza","reference":"https://github.com/eza-community/eza/blob/main/INSTALL.md#macports-macos"},"arch/pacman":{"cmd":"sudo pacman -S eza","reference":"https://github.com/eza-community/eza/blob/main/INSTALL.md#arch-linux"},"/nix":{"cmd":"nix-env -i eza","reference":"https://github.com/eza-community/eza/blob/main/INSTALL.md#nix-linux-macos"},"debian/apt":{"cmd":"sudo mkdir -p /etc/apt/keyrings\nwget -qO- https://raw.githubusercontent.com/eza-community/eza/main/deb.asc | sudo gpg --dearmor -o /etc/apt/keyrings/gierens.gpg\necho \"deb [signed-by=/etc/apt/keyrings/gierens.gpg] http://deb.gierens.de stable main\" | sudo tee /etc/apt/sources.list.d/gierens.list\nsudo chmod 644 /etc/apt/keyrings/gierens.gpg /etc/apt/sources.list.d/gierens.list\nsudo apt update\nsudo apt install -y eza\n","reference":"https://github.com/eza-community/eza/blob/main/INSTALL.md#debian-and-ubuntu","dsnap":"eza"},"ubuntu/apt":{"cmd":"sudo mkdir -p /etc/apt/keyrings\nwget -qO- https://raw.githubusercontent.com/eza-community/eza/main/deb.asc | sudo gpg --dearmor -o /etc/apt/keyrings/gierens.gpg\necho \"deb [signed-by=/etc/apt/keyrings/gierens.gpg] http://deb.gierens.de stable main\" | sudo tee /etc/apt/sources.list.d/gierens.list\nsudo chmod 644 /etc/apt/keyrings/gierens.gpg /etc/apt/sources.list.d/gierens.list\nsudo apt update\nsudo apt install -y eza\n","reference":"https://github.com/eza-community/eza/blob/main/INSTALL.md#debian-and-ubuntu","dsnap":"eza"},"gentoo/emerge":{"cmd":"sudo emerge --ask sys-apps/eza","reference":"https://github.com/eza-community/eza/blob/main/INSTALL.md#gentoo"},"opensuse/zypper":{"cmd":"sudo zypper ar https://download.opensuse.org/tumbleweed/repo/oss/ factory-oss\nsudo zypper in eza\n","reference":"https://github.com/eza-community/eza/blob/main/INSTALL.md#opensuse"},"fedora/dnf":{"cmd":"sudo dnf install eza","reference":"https://github.com/eza-community/eza/blob/main/INSTALL.md#fedora","dsnap":"eza"},"void/xbps":{"cmd":"sudo xbps-install eza","reference":"https://github.com/eza-community/eza/blob/main/INSTALL.md#void-linux"},"termux/pkg":{"cmd":"sudo pkg install eza","reference":"https://github.com/eza-community/eza/blob/main/INSTALL.md#termux"},"(win|wsl2)/winget":{"cmd":"x winget install eza-community.eza","reference":"https://github.com/eza-community/eza/blob/main/INSTALL.md#winget-windows"},"(win|wsl2)/scoop":{"cmd":"x scoop install eza","reference":"https://github.com/eza-community/eza/blob/main/INSTALL.md#scoop-windows"}}
ranger	file-manager	python	https://github.com/ranger/ranger	受 VIM 启发的用于控制台的文件管理器	A VIM-inspired filemanager for the console	ranger	{"/x":{"cmd":"x pkg use ranger","reference":"https://x-cmd.com/install/"},"/pip":{"cmd":"pip install ranger-fm","reference":"https://github.com/ranger/ranger?tab=readme-ov-file#installing","dsnap":"ranger-fm"},"/pipx":{"cmd":"pipx run --spec ranger-fm ranger","reference":"https://github.com/ranger/ranger?tab=readme-ov-file#installing"},"/build":{"cmd":"git clone https://github.com/ranger/ranger.git \\\n&& cd ranger \\\n&& sudo make install\n","reference":"https://github.com/ranger/ranger?tab=readme-ov-file#installing"},"debian/apt":{"cmd":"sudo apt-get install ranger","reference":"https://command-not-found.com/ranger","dsnap":"ranger"},"ubuntu/apt":{"cmd":"sudo apt-get install ranger","reference":"https://command-not-found.com/ranger","dsnap":"ranger"},"alpine/apk":{"cmd":"sudo apk add ranger","reference":"https://www.tecmint.com/linux-terminal-file-managers/","dsnap":"ranger"},"arch/pacman":{"cmd":"sudo pacman -S ranger","reference":"https://command-not-found.com/ranger"},"kali/apt":{"cmd":"sudo apt-get install ranger","reference":"https://command-not-found.com/ranger","dsnap":"ranger"},"centos/yum":{"cmd":"sudo yum install ranger","reference":"https://www.tecmint.com/linux-terminal-file-managers/"},"fedora/yum":{"cmd":"sudo yum install ranger","reference":"https://www.tecmint.com/linux-terminal-file-managers/"},"rhel/yum":{"cmd":"sudo yum install ranger","reference":"https://www.tecmint.com/linux-terminal-file-managers/"},"rocky/yum":{"cmd":"sudo yum install ranger","reference":"https://www.tecmint.com/linux-terminal-file-managers/"},"alma/yum":{"cmd":"sudo yum install ranger","reference":"https://www.tecmint.com/linux-terminal-file-managers/"},"fedora/dnf":{"cmd":"sudo dnf install ranger","reference":"https://command-not-found.com/ranger","dsnap":"ranger"},"raspbian/apt":{"cmd":"sudo apt-get install ranger","reference":"https://command-not-found.com/ranger"},"gentoo/emerge":{"cmd":"sudo emerge -a sys-apps/ranger","reference":"https://www.tecmint.com/linux-terminal-file-managers/"},"opensuse/zypper":{"cmd":"sudo zypper install ranger","reference":"https://www.tecmint.com/linux-terminal-file-managers/"}}
bt	file-manager	Go	https://github.com/LeperGnome/bt	交互式树状终端文件管理器	Interactive tree-like terminal file manager	bt	{"/go":{"cmd":"go install github.com/LeperGnome/bt/cmd/bt@v1.1.0","reference":"https://github.com/LeperGnome/bt?tab=readme-ov-file#installation","dsnap":"github.com/LeperGnome/bt/cmd/bt@v1.1.0"}}
fman	file-manager	Go	https://github.com/nore-dev/fman	TUI 文件管理器	TUI File Manager	fman	{"/go":{"cmd":"go install github.com/nore-dev/fman@latest","reference":"https://github.com/nore-dev/fman?tab=readme-ov-file#go","dsnap":"github.com/nore-dev/fman"},"/npm":{"cmd":"npm i @nore-dev/fman","reference":"https://github.com/nore-dev/fman?tab=readme-ov-file#npm","dsnap":"@nore-dev/fman"},"darwin/brew":{"cmd":"brew install fman/tap/fman","reference":"https://github.com/nore-dev/fman?tab=readme-ov-file#brew"}}
superfile	file-manager	Go	https://github.com/yorukot/superfile	非常漂亮和现代的终端文件管理器	Pretty fancy and modern terminal file manager	superfile	{"/x":{"cmd":"x pkg use superfile","reference":"https://x-cmd.com/install/"},"(wsl2|linux|darwin)/curl":{"cmd":"bash -c \"$(curl -sLo- https://superfile.netlify.app/install.sh)\"","reference":"https://superfile.netlify.app/getting-started/installation/"},"(wsl2|linux|darwin)/wget":{"cmd":"bash -c \"$(wget -qO- https://superfile.netlify.app/install.sh)\"","reference":"https://superfile.netlify.app/getting-started/installation/"},"win/powershell":{"cmd":"powershell -ExecutionPolicy Bypass -Command \"Invoke-Expression ((New-Object System.Net.WebClient).DownloadString('https://superfile.netlify.app/install.ps1'))\"","reference":"https://superfile.netlify.app/getting-started/installation/"},"/pacman":{"cmd":"sudo pacman -S superfile","reference":"https://superfile.netlify.app/getting-started/installation/"},"darwin/brew":{"cmd":"brew install superfile","reference":"https://superfile.netlify.app/getting-started/installation/"},"/nix":{"cmd":"nix profile install github:yorukot/superfile#superfile","reference":"https://superfile.netlify.app/getting-started/installation/"}}
laser	file-manager	c	https://github.com/jmattaa/laser	lsr 本质上就是 ls 但添加了颜色和排序功能，但可用 lua 进行配置	basically `ls` but `lsr`, and configurable with lua!	laser	{"/brew":{"cmd":"brew tap jmattaa/laser\nbrew install --formula laser\n","reference":"https://github.com/jmattaa/laser?tab=readme-ov-file#installation"},"arch/pacman":{"cmd":"yay -S laser-git","reference":"https://github.com/jmattaa/laser?tab=readme-ov-file#installation"}}
lsd	file-manager	Rust	https://github.com/lsd-rs/lsd	下一代 ls 命令	The next gen ls command	lsd	{"/x":{"cmd":"x pkg use lsd","reference":"https://x-cmd.com/install/"},"arch/pacman":{"cmd":"sudo pacman -S lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"fedora/dnf":{"cmd":"sudo dnf install lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"gentoo/emerge":{"cmd":"sudo emerge sys-apps/lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"darwin/brew":{"cmd":"brew install lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"darwin/port":{"cmd":"sudo port install lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"/nix-env":{"cmd":"sudo nix-env -iA nixos.lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"freebsd/pkg":{"cmd":"pkg install lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"netbsd/pkgin":{"cmd":"pkgin install lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"openbsd/pkg_add":{"cmd":"pkg_add lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"(win|wsl2)/scoop":{"cmd":"x scoop install lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"(win|wsl2)/winget":{"cmd":"x winget install --id lsd-rs.lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"debian/apt":{"cmd":"sudo apt install lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"ubuntu/apt":{"cmd":"sudo apt install lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"solus/eopkg":{"cmd":"sudo eopkg it lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"void/xbps":{"cmd":"sudo xbps-install lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"opensuse/zypper":{"cmd":"sudo zypper install lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#installation"},"/cargo":{"cmd":"cargo install lsd","reference":"https://github.com/lsd-rs/lsd?tab=readme-ov-file#from-source","dsnap":"lsd"}}
felix	file-manager	Rust	https://kyoheiu.dev/felix/	一个具有 Vim 风格键映射的 TUI 文件管理器，使用 Rust 编写。	A tui file manager with Vim-like key mapping, written in Rust.	felix	{"/cargo":{"cmd":"cargo install felix","reference":"https://kyoheiu.dev/felix/#installation","dsnap":"felix"},"arch/pacman":{"cmd":"sudo pacman -S felix-rs","reference":"https://kyoheiu.dev/felix/#installation"},"netbsd/pkgin":{"cmd":"pkgin install felix","reference":"https://kyoheiu.dev/felix/#installation"}}
lfm	file-manager	Pyhton	https://inigo.katxi.org/devel/lfm/	Last File Manager 是 UNIX 控制台的一个强大的文件管理器。它有一个 curses 接口，并且是用 Python v3.4 + 编写的	Last File Manager is a powerful file manager for the UNIX console. It has a curses interface and it’s written in Python v3.4+	lfm	{"/pip":{"cmd":"pip install lfm","reference":"https://pypi.org/project/lfm/","dsnap":"lfm"},"debian/apt":{"cmd":"sudo apt-get install lfm","reference":"https://inigo.katxi.org/devel/lfm/#download-and-installation"},"ubuntu/apt":{"cmd":"sudo apt-get install lfm","reference":"https://inigo.katxi.org/devel/lfm/#download-and-installation"},"mint/apt":{"cmd":"sudo apt-get install lfm","reference":"https://inigo.katxi.org/devel/lfm/#download-and-installation"},"kali/apt":{"cmd":"sudo apt-get install lfm","reference":"https://inigo.katxi.org/devel/lfm/#download-and-installation","dsnap":"lfm"},"arch/pacman":{"cmd":"sudo pacman -S lfm","reference":"https://inigo.katxi.org/devel/lfm/#download-and-installation"},"fedora/dnf":{"cmd":"sudo dnf install lfm","reference":"https://inigo.katxi.org/devel/lfm/#download-and-installation"},"rehl/dnf":{"cmd":"sudo dnf install lfm","reference":"https://inigo.katxi.org/devel/lfm/#download-and-installation"},"centos/dnf":{"cmd":"sudo dnf install lfm","reference":"https://inigo.katxi.org/devel/lfm/#download-and-installation"},"fedora/yum":{"cmd":"sudo yum install lfm","reference":"https://www.tecmint.com/linux-terminal-file-managers/"},"rehl/yum":{"cmd":"sudo yum install lfm","reference":"https://www.tecmint.com/linux-terminal-file-managers/"},"centos/yum":{"cmd":"sudo yum install lfm","reference":"https://www.tecmint.com/linux-terminal-file-managers/"},"rocky/yum":{"cmd":"sudo yum install lfm","reference":"https://www.tecmint.com/linux-terminal-file-managers/"},"alma/yum":{"cmd":"sudo yum install lfm","reference":"https://www.tecmint.com/linux-terminal-file-managers/"},"gentoo/emerge":{"cmd":"sudo emerge -a sys-apps/lfm","reference":"https://www.tecmint.com/linux-terminal-file-managers/"},"opensuse/zypper":{"cmd":"sudo zypper install lfm","reference":"https://www.tecmint.com/linux-terminal-file-managers/"},"alpine/apk":{"cmd":"sudo apk add lfm","reference":"https://www.tecmint.com/linux-terminal-file-managers/"}}
